Adı,Yazar,Alt başlık,Baskı tarihi,Sayfa sayısı,Format,ISBN,Kitabın türü,Orijinal adı,Çeviri,Dil,Ülke,Yayınevi,Baskılar,Yaş,Cinsiyet,Puan,Oy Sayısı 
Psikiyatrist,"Wulf Dorn, Firuzan Gürbüz (Çevirmen)",null,Ocak 2012,416,Karton kapak,9786055360443,"Edebiyat, Korku-Gerilim, Roman",Trigger,Firuzan Gürbüz,Türkçe,null,null,null,0-13 Yaş%7.114-17 Yaş%22.918-24 Yaş%2225-34 Yaş%16.135-44 Yaş%20.945-54 Yaş%10.255-64 Yaş%065+ Yaş%0.8,Kadın%80.9Erkek%19.1,8.7,997
Uyumsuz,"Veronica Roth, Uğur Mehter (Çevirmen)",Uyumsuz 1,Ağustos 2012,516,Karton kapak,9786051420646,"Bilim-Kurgu, Edebiyat, Fantastik, Roman",Divergent,null,Türkçe,null,null,null,0-13 Yaş%3.614-17 Yaş%31.218-24 Yaş%33.525-34 Yaş%18.135-44 Yaş%8.645-54 Yaş%3.455-64 Yaş%0.265+ Yaş%1.5,Kadın%88.8Erkek%11.2,8.5,664
Senden Sonra Ben,"Jojo Moyes, Fazilet Mıstıkoğlu (Çevirmen)",null,Mayıs 2016,456,Karton kapak,9786053439042,"Aşk, Edebiyat, Roman",After You,Fazilet Mıstıkoğlu,Türkçe,null,null,null,0-13 Yaş%8.414-17 Yaş%17.118-24 Yaş%21.825-34 Yaş%22.735-44 Yaş%21.845-54 Yaş%755-64 Yaş%0.365+ Yaş%0.8,Kadın%93.3Erkek%6.7,7.4,689
Dudaktan Kalbe,Reşat Nuri Güntekin,null,Mart 2013,400,Karton kapak,9789751026453,"Aşk, Edebiyat, Roman, Türk Klasikleri",null,null,Türkçe,Türkiye,İnkılâp Kitabevi,null,0-13 Yaş%3.114-17 Yaş%3.118-24 Yaş%22.225-34 Yaş%32.735-44 Yaş%24.745-54 Yaş%9.955-64 Yaş%2.565+ Yaş%1.8,Kadın%86.7Erkek%13.3,8.3,412
Bizim Büyük Çaresizliğimiz,Barış Bıçakçı,null,Kasım 2018,167,Karton kapak,9789750502637,"Edebiyat, Roman",null,null,Türkçe,Türkiye,İletişim Yayınevi,null,0-13 Yaş%5.414-17 Yaş%3.118-24 Yaş%27.725-34 Yaş%42.735-44 Yaş%16.145-54 Yaş%3.955-64 Yaş%0.565+ Yaş%0.5,Kadın%70.6Erkek%29.2,8.1,733
İşaret,"P. C. Cast, Kristin Cast, Sevinç Seyla Tezcan (Çevirmen)",House of Night Serisi 1,Eylül 2009,336,Karton kapak,9786055943783,"Edebiyat, Fantastik, Roman",Marked,Sevinç Tezcan Yanar,null,null,null,null,0-13 Yaş%2.714-17 Yaş%618-24 Yaş%53.625-34 Yaş%24.135-44 Yaş%9.145-54 Yaş%3.355-64 Yaş%0.265+ Yaş%1.2,Kadın%92.5Erkek%7.5,7.4,446
Görmek,"José Saramago, Işık Ergüden (Çevirmen)",null,Ağustos 2017,324,Karton kapak,9786052981320,"Edebiyat, Roman",Ensaio sobre a Lucidez,Işık Ergüden,Türkçe,null,null,null,0-13 Yaş%6.214-17 Yaş%0.518-24 Yaş%1725-34 Yaş%37.135-44 Yaş%29.445-54 Yaş%5.755-64 Yaş%2.665+ Yaş%1.5,Kadın%59.6Erkek%40.4,8.0,798
Sahilde Kafka,"Haruki Murakami, Hüseyin Can Erkin (Çevirmen)",null,Kasım 2012,651,Karton kapak,9786051113869,"Edebiyat, Fantastik, Roman",海辺のカフカ [Umibe no Kafuka],null,Türkçe,Türkiye,null,null,0-13 Yaş%8.314-17 Yaş%2.918-24 Yaş%20.625-34 Yaş%34.635-44 Yaş%2645-54 Yaş%6.955-64 Yaş%0.365+ Yaş%0.6,Kadın%67.3Erkek%32.7,8.3,937
Şair Evlenmesi,İbrahim Şinasi,null,Temmuz 2018,64,Karton kapak,9786052954829,"Edebiyat, Senaryo-Oyun, Tiyatro, Türk Klasikleri",null,null,Türkçe,Türkiye,Türkiye İş Bankası Kültür Yayınları,null,0-13 Yaş%3.914-17 Yaş%9.618-24 Yaş%34.625-34 Yaş%34.635-44 Yaş%10.545-54 Yaş%3.555-64 Yaş%0.965+ Yaş%2.2,Kadın%73.6Erkek%26.4,7.4,533
Ya Tahammül Ya Sefer,Mustafa Kutlu,null,Şubat 2013,124,Karton kapak,9789759953157,"Edebiyat, Hikaye (Öykü)",null,null,Türkçe,Türkiye,Dergâh Yayınları,null,0-13 Yaş%6.514-17 Yaş%13.918-24 Yaş%29.625-34 Yaş%28.735-44 Yaş%1345-54 Yaş%6.155-64 Yaş%1.765+ Yaş%0.4,Kadın%63.9Erkek%35.8,8.4,561
Kanadı Kırık Kuşlar,Ayşe Kulin,null,Kasım 2016,392,Karton kapak,9786051850788,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%7.114-17 Yaş%7.418-24 Yaş%12.625-34 Yaş%2335-44 Yaş%30.445-54 Yaş%15.255-64 Yaş%2.665+ Yaş%1.6,Kadın%85.6Erkek%14.2,8.3,705
Safahat,"Mehmet Akif Ersoy, A. Vahap Akbaş (Editör)",Orijinali ve Günümüz Türkçesi,Mart 2007,1088,Karton kapak,9789754733990,"Edebiyat, Şiir, Türk Klasikleri",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%5.914-17 Yaş%418-24 Yaş%27.125-34 Yaş%32.335-44 Yaş%17.945-54 Yaş%10.155-64 Yaş%1.765+ Yaş%1,Kadın%57Erkek%43,9.2,562
Bir Değirmendir Bu Dünya,Cahit Zarifoğlu,null,Kasım 2013,312,Karton kapak,9754732485,"Anı-Mektup-Günlük, Edebiyat",null,null,Türkçe,Türkiye,Beyan Yayınları,null,0-13 Yaş%8.514-17 Yaş%818-24 Yaş%38.825-34 Yaş%29.335-44 Yaş%11.745-54 Yaş%2.755-64 Yaş%065+ Yaş%1.1,Kadın%68.8Erkek%31,9.1,699
Pulbiber Mahallesi,Didem Madak,null,Ocak 2007,114,Karton kapak,9789753426046,"Edebiyat, Şiir",Pulbiber Mahallesi,null,Türkçe,Türkiye,null,null,0-13 Yaş%3.314-17 Yaş%6.418-24 Yaş%34.425-34 Yaş%35.135-44 Yaş%11.445-54 Yaş%2.355-64 Yaş%165+ Yaş%6,Kadın%78.3Erkek%21.5,8.5,584
Gulliver'in Seyahatleri,"Jonathan Swift, Can Ömer Kalaycı (Çevirmen)",Tam Metin,Şubat 2014,360,Karton kapak,9789750719493,"Çocuk, Dünya Klasikleri, Edebiyat, Roman",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%3.514-17 Yaş%5.418-24 Yaş%30.525-34 Yaş%26.535-44 Yaş%21.945-54 Yaş%9.455-64 Yaş%1.565+ Yaş%1.3,Kadın%70.1Erkek%29.9,7.9,374
Üç Silahşör,"Alexandre Dumas, Volkan Yalçıntoklu (Çevirmen)",null,9 Ocak 2019,755,Karton kapak,9789944886260,"Dünya Klasikleri, Edebiyat, Macera-Aksiyon, Roman",Les Trois Mousquetaires,null,Türkçe,Türkiye,null,null,0-13 Yaş%5.314-17 Yaş%7.718-24 Yaş%30.725-34 Yaş%27.835-44 Yaş%15.945-54 Yaş%955-64 Yaş%1.565+ Yaş%2,Kadın%59.5Erkek%40.5,8.3,476
İmamın Manken Kızı,Emine Şenlikoğlu,null,Mart 1997,223,Karton kapak,9789756717288,"Din (İslam), Edebiyat, Roman",null,null,Türkçe,Türkiye,Mektup Yayınları,null,0-13 Yaş%7.114-17 Yaş%9.918-24 Yaş%36.625-34 Yaş%3335-44 Yaş%9.445-54 Yaş%2.855-64 Yaş%0.365+ Yaş%0.9,Kadın%81.7Erkek%18.2,7.6,418
Pembe Fili Düşünme,Zeynep Selvili Çarmıklı,null,Mart 2018,208,Karton kapak,9789751038760,Psikoloji,null,null,Türkçe,Türkiye,İnkılâb Yayınları,null,0-13 Yaş%18.214-17 Yaş%9.118-24 Yaş%27.325-34 Yaş%13.635-44 Yaş%27.345-54 Yaş%4.555-64 Yaş%065+ Yaş%0,Kadın%96.8Erkek%3.2,7.1,714
Harry Potter ve Lanetli Çocuk,"J. K. Rowling (Robert Galbraith), Jack Thorne, John Tiffany, Sevin Okyay (Çevirmen), Kutlukhan Kutlu (Çevirmen)",Harry Potter #8 - Birinci ve İkinci Bölüm,Ekim 2016,360,Karton kapak,9789750837609,"Edebiyat, Fantastik, Gençlik, Tiyatro",Harry Potter and the Cursed Child - Parts One and Two (Harry Potter #8),null,Türkçe,null,null,null,0-13 Yaş%7.714-17 Yaş%27.718-24 Yaş%31.625-34 Yaş%24.235-44 Yaş%6.845-54 Yaş%155-64 Yaş%065+ Yaş%1,Kadın%74.8Erkek%25.2,7.5,828
Kağıt Ev,"Carlos Maria Dominguez, Seda Ersavcı (Çevirmen)",null,Nisan 2015,90,Karton kapak,9786056501944,"Edebiyat, Roman",La Casa de Papel,Seda Ersavcı,Türkçe,null,null,null,0-13 Yaş%5.414-17 Yaş%4.518-24 Yaş%24.425-34 Yaş%36.635-44 Yaş%20.245-54 Yaş%4.555-64 Yaş%1.465+ Yaş%2.8,Kadın%70.3Erkek%29.7,7.9,924
İnsan Olmak,"Engin Geçtan, Emine Bora (Tasarımcı)",null,8 Şubat 2019,184,Karton kapak,9789753423984,"İnsan ve Toplum, Psikoloji",null,null,Türkçe,Türkiye,Metis Yayınları,null,0-13 Yaş%6.614-17 Yaş%1.318-24 Yaş%22.425-34 Yaş%30.935-44 Yaş%28.345-54 Yaş%7.255-64 Yaş%065+ Yaş%3.3,Kadın%63.3Erkek%36.7,8.8,769
İki Yeşil Susamuru,Buket Uzuner,"Anneleri, Babaları, Sevgilileri ve Diğerleri",25 Ekim 2019,300,Karton kapak,9799752890007,"Edebiyat, Roman",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%314-17 Yaş%318-24 Yaş%10.625-34 Yaş%29.535-44 Yaş%3745-54 Yaş%14.755-64 Yaş%1.765+ Yaş%0.5,Kadın%89.7Erkek%10.3,7.5,481
Hiç Kimse Sıradan Değildir,"Markus Zusak, Selim Yeniçeri (Çevirmen)",null,Şubat 2016,464,Karton kapak,9786053480204,"Edebiyat, Polisiye, Roman",I Am The Messenger,Selim Yeniçeri,Türkçe,null,null,null,0-13 Yaş%5.514-17 Yaş%8.118-24 Yaş%30.825-34 Yaş%21.835-44 Yaş%24.745-54 Yaş%7.255-64 Yaş%0.465+ Yaş%1.5,Kadın%73.5Erkek%26.5,7.9,751
Bir Yaz Gecesi Rüyası,"William Shakespeare, Özdemir Nutku (Çevirmen)",null,Mart 2017,112,Karton kapak,9786053605355,"Dünya Klasikleri, Edebiyat, Tiyatro",A Midsummer Night's Dream,null,Türkçe,Türkiye,null,null,0-13 Yaş%5.514-17 Yaş%6.818-24 Yaş%29.425-34 Yaş%34.435-44 Yaş%17.445-54 Yaş%4.255-64 Yaş%0.865+ Yaş%1.6,Kadın%72.5Erkek%27.5,8.3,583
Üç Anadolu Efsanesi,Yaşar Kemal,"Köroğlu, Karacaoğlan, Alageyik",Eylül 2017,222,Karton kapak,9789750807459,"Edebiyat, Efsaneler-Destanlar, Roman",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%3.814-17 Yaş%8.118-24 Yaş%16.825-34 Yaş%32.735-44 Yaş%25.445-54 Yaş%9.255-64 Yaş%2.465+ Yaş%1.6,Kadın%57Erkek%43,8.9,691
Yüzüncü Ad,"Amin Maalouf, Samih Rifat (Çevirmen)",Baldassare'nin Yolculuğu,Haziran 2018,404,Karton kapak,9789750800030,"Edebiyat, Roman, Tarih",Le Periple De Baldassare,null,Türkçe,null,null,null,0-13 Yaş%4.714-17 Yaş%1.418-24 Yaş%7.725-34 Yaş%30.635-44 Yaş%39.345-54 Yaş%1355-64 Yaş%1.865+ Yaş%1.6,Kadın%59.1Erkek%40.9,8.2,585
Elif,"Paulo Coelho, Saadet Özen (Çevirmen)",null,Ekim 2017,256,Karton kapak,9789750712913,"Edebiyat, Felsefe-Düşünce, Roman",Aleph,Saadet Özen,Türkçe,null,null,null,0-13 Yaş%3.214-17 Yaş%2.618-24 Yaş%19.725-34 Yaş%34.935-44 Yaş%25.845-54 Yaş%12.155-64 Yaş%0.965+ Yaş%0.9,Kadın%74.3Erkek%25.7,6.8,532
Anne Kafamda Bit Var,Tarık Akan,12 Eylül Anıları,Haziran 2016,152,Karton kapak,9789750701566,"Anı-Mektup-Günlük, Edebiyat",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%3.914-17 Yaş%1.318-24 Yaş%12.325-34 Yaş%34.835-44 Yaş%32.445-54 Yaş%11.455-64 Yaş%265+ Yaş%2,Kadın%66.2Erkek%33.7,8.5,660
Esir Şehrin İnsanları,Kemal Tahir,Esir Şehir Üçlemesi 1. Kitap,Nisan 2019,463,Karton kapak,9789752730762,"Edebiyat, Roman",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%4.114-17 Yaş%5.118-24 Yaş%25.625-34 Yaş%30.935-44 Yaş%2045-54 Yaş%9.955-64 Yaş%365+ Yaş%1.5,Kadın%56.3Erkek%43.7,8.5,661
Teneke,Yaşar Kemal,null,Eylül 2017,158,Karton kapak,9789750807190,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Yapı Kredi Yayınları,null,0-13 Yaş%4.814-17 Yaş%5.118-24 Yaş%1825-34 Yaş%34.835-44 Yaş%26.145-54 Yaş%755-64 Yaş%2.565+ Yaş%1.7,Kadın%51.6Erkek%48.3,8.5,692
Kukla,Ahmet Ümit,null,Mart 2013,470,Karton kapak,9789752897403,"Polisiye, Edebiyat, Roman",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%5.614-17 Yaş%3.418-24 Yaş%15.325-34 Yaş%26.935-44 Yaş%32.145-54 Yaş%13.955-64 Yaş%1.865+ Yaş%1,Kadın%68.5Erkek%31.5,8.3,563
Hikayem Paramparça,"Emrah Serbes, Levent Cantek (Editör), Suat Aysu (Tasarımcı)",null,3 Ocak 2017,174,Karton kapak,9789750511189,"Anı-Mektup-Günlük, Edebiyat",null,null,Türkçe,Türkiye,İletişim Yayınları,null,0-13 Yaş%4.914-17 Yaş%3.818-24 Yaş%35.125-34 Yaş%37.835-44 Yaş%14.945-54 Yaş%1.155-64 Yaş%0.565+ Yaş%1.9,Kadın%55.1Erkek%44.9,7.8,534
Sırça Fanus,"Sylvia Plath, Handan Saraç (Çevirmen), Alkım Özalp (Editör), Mert Tanaydın (Editör), Ayşe Nur Ataysoy (Tasarımcı)",null,Haziran 2019,256,Karton kapak,9786054764716,"Edebiyat, Roman",The Bell Jar,null,Türkçe,Türkiye,null,null,0-13 Yaş%4.514-17 Yaş%5.918-24 Yaş%33.325-34 Yaş%35.935-44 Yaş%15.145-54 Yaş%2.855-64 Yaş%0.665+ Yaş%2,Kadın%82.7Erkek%17.2,8.1,679
Araf,"Elif Şafak, Aslı Biçen (Çevirmen), Uğurcan Ataoğlu (Tasarımcı)",null,Temmuz 2012,396,Karton kapak,9786051114699,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Doğan Kitap,null,0-13 Yaş%4.614-17 Yaş%3.118-24 Yaş%17.125-34 Yaş%32.135-44 Yaş%3245-54 Yaş%9.155-64 Yaş%0.865+ Yaş%1.1,Kadın%79.2Erkek%20.8,7.2,415
Tanrı'nın Unutulan Çocukları,"Craig Silvey, Selim Yeniçeri (Çevirmen)","Cesaret, Korkuya Direnmek ve Ona Galip Gelmektir.",Nisan 2013,448,Karton kapak,9786053481157,"Edebiyat, Roman",Jasper Jones,Selim Yeniçeri,null,null,null,null,0-13 Yaş%3.114-17 Yaş%5.418-24 Yaş%31.125-34 Yaş%2835-44 Yaş%20.845-54 Yaş%9.655-64 Yaş%0.765+ Yaş%1.3,Kadın%79.6Erkek%20.4,7.7,618
Clarissa,"Stefan Zweig, Gülperi Sert (Çevirmen)",null,Mart 2017,184,Karton kapak,9789750711961,"Dünya Klasikleri, Edebiyat, Roman",Clarissa,Gülperi Sert,Türkçe,null,null,null,0-13 Yaş%3.914-17 Yaş%12.218-24 Yaş%29.825-34 Yaş%29.335-44 Yaş%16.645-54 Yaş%5.955-64 Yaş%165+ Yaş%1.5,Kadın%76.4Erkek%23.4,8.3,704
Gelmiş Bulundum,Edip Cansever,null,2008,116,Karton kapak,9789750813863,"Edebiyat, Şiir",null,null,Türkçe,Türkiye,Yapı Kredi Yayınları,null,0-13 Yaş%3.614-17 Yaş%8.518-24 Yaş%35.625-34 Yaş%33.135-44 Yaş%12.545-54 Yaş%3.355-64 Yaş%1.265+ Yaş%2.1,Kadın%65.3Erkek%34.6,8.2,545
Kara Kitap,Orhan Pamuk,null,Ocak 2019,476,Karton kapak,9789750826139,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Yapı Kredi Yayınları,null,0-13 Yaş%4.114-17 Yaş%2.118-24 Yaş%13.425-34 Yaş%29.235-44 Yaş%33.545-54 Yaş%14.755-64 Yaş%1.765+ Yaş%1.3,Kadın%54.7Erkek%45.3,8.3,678
Zargana,Hakan Günday,null,13 Şubat 2013,208,Karton kapak,9789759914899,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Doğan Kitap,null,0-13 Yaş%414-17 Yaş%1.518-24 Yaş%23.525-34 Yaş%36.735-44 Yaş%26.645-54 Yaş%6.455-64 Yaş%0.665+ Yaş%0.6,Kadın%59.1Erkek%40.9,8.1,639
Şahane Hatalar 1,"Heather Mcelhatton, Dilek Berilgen Cenkciler (Çevirmen)",null,2011,640,Karton kapak,9789756006825,"İnsan ve Toplum, Kişisel Gelişim",null,Dilek Berilgen Cenkciler,Türkçe,Türkiye,null,null,0-13 Yaş%514-17 Yaş%7.118-24 Yaş%37.225-34 Yaş%29.435-44 Yaş%15.445-54 Yaş%4.155-64 Yaş%0.665+ Yaş%1.1,Kadın%85.6Erkek%14.4,5.5,490
Diriliş,Turgut Özakman,Çanakkale 1915,Mart 2008,688,Karton kapak,9789752202474,"Edebiyat, Roman, Tarih",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%3.714-17 Yaş%1.618-24 Yaş%17.625-34 Yaş%27.835-44 Yaş%29.645-54 Yaş%16.555-64 Yaş%1.665+ Yaş%1.6,Kadın%50.5Erkek%49.4,9.0,620
Bayan Peregrine'in Tuhaf Çocukları,"Ransom Riggs, Aslı Dağlı (Çevirmen)",Bayan Peregrine'in Tuhaf Çocukları 1. Kitap,Eylül 2015,400,Karton kapak,9786053754756,"Edebiyat, Fantastik, Gençlik, Roman",Miss Peregrine’s Peculiar Children,Aslı Dağlı,null,null,null,null,0-13 Yaş%6.414-17 Yaş%30.718-24 Yaş%23.725-34 Yaş%20.335-44 Yaş%13.645-54 Yaş%3.655-64 Yaş%0.265+ Yaş%1.5,Kadın%86.9Erkek%13,8.3,893
Şimdi Düğün Zamanı,İpek Ongun,Bir Genç Kızın Gizli Defteri 6,Kasım 2012,564,Karton kapak,9786054560899,"Edebiyat, Gençlik, Roman",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%5.714-17 Yaş%14.418-24 Yaş%38.125-34 Yaş%31.735-44 Yaş%6.845-54 Yaş%2.155-64 Yaş%0.665+ Yaş%0.6,Kadın%98.3Erkek%1.7,8.3,249
Memleketimden İnsan Manzaraları,Nazım Hikmet Ran,Şiirler 5,2011,544,Karton kapak,9789750803772,"Edebiyat, Şiir",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%4.314-17 Yaş%2.918-24 Yaş%21.625-34 Yaş%31.635-44 Yaş%24.845-54 Yaş%10.755-64 Yaş%1.965+ Yaş%2.2,Kadın%56.7Erkek%43.3,9.2,527
Yeni Hayat,Orhan Pamuk,null,Şubat 2019,240,Karton kapak,9789750826481,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Yapı Kredi Yayınları,null,0-13 Yaş%3.914-17 Yaş%3.418-24 Yaş%1425-34 Yaş%24.935-44 Yaş%37.545-54 Yaş%1455-64 Yaş%1.665+ Yaş%0.7,Kadın%56.6Erkek%43.4,7.7,638
Labirent,"James Dashner, Gizem Yeşildal (Çevirmen)",Labirent Serisi #3,Ocak 2016,384,Karton kapak,9786053434153,"Bilim-Kurgu, Edebiyat, Fantastik, Macera-Aksiyon, Roman",Maze Runner,Gizem Yeşildal,null,null,null,null,0-13 Yaş%5.714-17 Yaş%45.118-24 Yaş%26.425-34 Yaş%1335-44 Yaş%645-54 Yaş%2.255-64 Yaş%065+ Yaş%1.6,Kadın%80Erkek%20,8.4,681
Beyaz Kale,Orhan Pamuk,null,Şubat 2019,152,Karton kapak,9789750826306,"Edebiyat, Roman, Tarih",null,null,Türkçe,Türkiye,Yapı Kredi Yayınları,null,0-13 Yaş%3.814-17 Yaş%1.818-24 Yaş%14.225-34 Yaş%33.735-44 Yaş%33.345-54 Yaş%1155-64 Yaş%1.365+ Yaş%0.9,Kadın%50.7Erkek%49.3,7.4,660
Kaiken,"Jean-Christophe Grangé, Tankut Gökçe (Çevirmen)",null,Haziran 2013,384,Karton kapak,9786050915037,"Polisiye, Edebiyat, Korku-Gerilim, Roman",Kaiken,Tankut Gökçe,Türkçe,null,null,null,0-13 Yaş%2.614-17 Yaş%2.218-24 Yaş%17.325-34 Yaş%29.935-44 Yaş%35.845-54 Yaş%1155-64 Yaş%1.265+ Yaş%0.2,Kadın%66.5Erkek%33.5,7.8,636
Abim Deniz,Can Dündar,Hiç Yayınlanmamış Mektup ve Fotoğraflarla Hamdi Gezmiş'in Anıları,Kasım 2014,480,Karton kapak,9789750724275,"Anlatı, Edebiyat",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%8.514-17 Yaş%3.618-24 Yaş%20.825-34 Yaş%28.835-44 Yaş%28.345-54 Yaş%755-64 Yaş%1.965+ Yaş%1,Kadın%72.6Erkek%27.4,9.3,722
Ekmek Arası,"Charles Bukowski, Avi Pardo (Çevirmen)",null,Aralık 2012,268,Karton kapak,9789753420723,"Edebiyat, Roman",null,Avi Pardo,Türkçe,Türkiye,null,null,0-13 Yaş%4.614-17 Yaş%2.418-24 Yaş%27.325-34 Yaş%35.135-44 Yaş%20.845-54 Yaş%755-64 Yaş%2.265+ Yaş%0.5,Kadın%48.5Erkek%51.5,8.4,652
Elif Gibi Sevmek 2,Hikmet Anıl Öztekin,null,Mart 2017,216,Karton kapak,978-605-9841-89-4,"Aşk, Din (İslam), Şiir, Tasavvuf-Mezhepler-Tarikatlar",null,null,Türkçe,Türkiye,Hayy Kitap,null,0-13 Yaş%8.314-17 Yaş%16.118-24 Yaş%29.525-34 Yaş%26.835-44 Yaş%14.245-54 Yaş%3.155-64 Yaş%065+ Yaş%2,Kadın%74.9Erkek%25.1,7.4,498
Kocan Kadar Konuş,"Şebnem Burcuoğlu, Berkcan Okar (Tasarımcı)",null,Mart 2014,220,Karton kapak,9786050919387,"Aşk, Edebiyat, Eğlence-Mizah, Roman",Kocan Kadar Konuş,null,Türkçe,Türkiye,null,null,0-13 Yaş%3.714-17 Yaş%6.118-24 Yaş%22.625-34 Yaş%31.335-44 Yaş%25.945-54 Yaş%9.155-64 Yaş%0.465+ Yaş%0.9,Kadın%95.7Erkek%4.3,7.5,563
Gece Nöbeti,"Tess Gerritsen, Selim Yeniçeri (Çevirmen)",null,Kasım 2012,432,Karton kapak,9786055420147,"Edebiyat, Polisiye, Roman",Life Support,null,Türkçe,Türkiye,null,null,0-13 Yaş%4.514-17 Yaş%718-24 Yaş%26.325-34 Yaş%25.335-44 Yaş%24.645-54 Yaş%10.355-64 Yaş%165+ Yaş%1,Kadın%82Erkek%18,8.4,582
Gidiyorum Bu,Onur Ünlü (Ah Muhsin Ünlü),null,2011,84,Karton kapak,9789755702513,"Aşk, Edebiyat, Şiir",null,null,Türkçe,Türkiye,Sel Yayınları,null,0-13 Yaş%5.414-17 Yaş%3.618-24 Yaş%37.325-34 Yaş%40.435-44 Yaş%8.445-54 Yaş%0.955-64 Yaş%0.665+ Yaş%3.3,Kadın%63.5Erkek%36.4,8.3,588
Bir Şeftali Bin Şeftali,Samed Behrengi,null,Mayıs 2016,48,Karton kapak,9786053848899,"Çocuk, Hikaye (Öykü), Masal",null,null,Türkçe,Türkiye,Yakamoz Yayınları,null,0-13 Yaş%9.114-17 Yaş%8.618-24 Yaş%23.625-34 Yaş%34.135-44 Yaş%17.345-54 Yaş%4.455-64 Yaş%0.465+ Yaş%2.5,Kadın%79.9Erkek%20,8.8,605
Deliduman,"Emrah Serbes, Levent Cantek (Editör)",null,Haziran 2014,350,Karton kapak,9789750515606,"Edebiyat, Roman",null,null,Türkçe,Türkiye,İletişim Yayıncılık,null,0-13 Yaş%6.114-17 Yaş%2.918-24 Yaş%24.825-34 Yaş%35.235-44 Yaş%24.845-54 Yaş%555-64 Yaş%0.765+ Yaş%0.5,Kadın%56.7Erkek%43.3,7.2,539
Kar Kokusu,Ahmet Ümit,null,27 Temmuz 2018,288,Karton kapak,9789752897410,"Edebiyat, Polisiye, Roman",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%3.514-17 Yaş%4.718-24 Yaş%13.725-34 Yaş%27.335-44 Yaş%3345-54 Yaş%1655-64 Yaş%1.365+ Yaş%0.4,Kadın%63.5Erkek%36.5,7.3,540
Kan Gölü,"Tess Gerritsen, İlkin İnanç (Çevirmen)",null,2006,430,Karton kapak,9799758461102,"Edebiyat, Polisiye, Roman",Blood Stream,İlkin İnanç,Türkçe,null,null,null,0-13 Yaş%2.314-17 Yaş%3.918-24 Yaş%30.125-34 Yaş%27.835-44 Yaş%24.545-54 Yaş%9.555-64 Yaş%0.765+ Yaş%1.2,Kadın%80.4Erkek%19.6,8.3,492
Ben Bir Gürgen Dalıyım,Hasan Ali Toptaş,null,20 Aralık 2018,160,Karton kapak,9786051850412,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%6.314-17 Yaş%7.818-24 Yaş%25.225-34 Yaş%39.335-44 Yaş%13.345-54 Yaş%3.755-64 Yaş%1.165+ Yaş%3.3,Kadın%77.1Erkek%22.7,9.1,801
O ve Ben,Necip Fazıl Kısakürek,null,2007,272,Karton kapak,9789758180240,"Anı-Mektup-Günlük, Biyografi, Edebiyat",O ve Ben,null,Türkçe,Türkiye,null,null,0-13 Yaş%10.114-17 Yaş%5.218-24 Yaş%27.325-34 Yaş%2935-44 Yaş%20.345-54 Yaş%5.255-64 Yaş%2.165+ Yaş%0.7,Kadın%62.4Erkek%37.6,8.9,614
Sherlock Holmes - Baskerville'lerin Köpeği,"Arthur Conan Doyle, Deniz Güldürmez (Çevirmen)",null,Ocak 2017,272,Karton kapak,9786059840675,"Edebiyat, Polisiye, Roman",The Hound Of The Baskervilles,null,Türkçe,Türkiye,null,null,0-13 Yaş%3.314-17 Yaş%1118-24 Yaş%28.325-34 Yaş%34.235-44 Yaş%15.445-54 Yaş%6.355-64 Yaş%0.765+ Yaş%0.7,Kadın%56.5Erkek%43.5,8.5,602
Pinokyo,"Carlo Collodi, Egemen Berköz (Çevirmen)",null,2017,200,Karton kapak,9786052951040,"Çocuk, Edebiyat, Roman",Le Avventure Di Pinocchio,Egemen Berköz,Türkçe,null,null,null,0-13 Yaş%8.314-17 Yaş%1218-24 Yaş%32.225-34 Yaş%26.535-44 Yaş%11.445-54 Yaş%6.655-64 Yaş%1.465+ Yaş%1.7,Kadın%69Erkek%31,8.3,441
Bir Ses Böler Geceyi,Ahmet Ümit,null,Temmuz 2010,144,Karton kapak,9789752897427,"Polisiye, Edebiyat, Roman",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%3.814-17 Yaş%4.218-24 Yaş%15.525-34 Yaş%28.735-44 Yaş%3245-54 Yaş%12.155-64 Yaş%265+ Yaş%1.8,Kadın%68.3Erkek%31.7,7.0,480
